,x,y
0,6.701994816603811,24.867183207340776
1,5.3555098490009,21.161214825996847
2,3.2939205769759243,8.575483380993527
3,4.112200644147868,14.203879627230158
4,4.59412407387651,14.743863625198664
5,7.201031139824021,18.329930548772577
6,-1.0702723036219757,1.283380273584883
7,4.170877097324902,13.069228695032148
8,2.3138243246987518,9.63509034108786
9,3.4536521911871305,9.255629179034688
10,1.6495861329460566,3.8219138203478327
11,6.610555387299955,23.19723384829255
12,4.010171630640343,19.26326742360535
13,3.9922309158317857,5.907221462418012
14,3.8075659890284927,1.3528989321851839
15,5.748986516316954,15.72653830006253
16,5.826313946031374,26.58659057500842
17,4.632788690506527,17.14720466602875
18,6.3039124534787305,11.448374971490018
19,7.149338886844836,14.3638125598989
20,2.4295497353168316,8.491728068616107
21,2.477538738490755,3.6523936709259233
22,11.179599665556744,36.05839454659327
23,2.523918177100521,6.82491540504404
24,3.915702734260507,17.77059870563385
25,6.042205313875193,19.909370046989324
26,3.4307902269797554,14.460255905144388
27,2.2684356044386607,0.649963451455319
28,4.823409573207966,16.57794657441599
29,5.616487382960572,16.207345266474164
30,2.1659745671041675,11.268670715229433
31,4.848703641138545,7.627786295960329
32,6.396158379659873,26.6879859902074
33,3.74902468760872,3.4215562519812703
34,3.5743241698025408,0.10764750795958378
35,3.009326074566805,2.3198351914632545
36,4.627293135752804,14.571534760680589
37,-0.33530199121388904,-1.29851022132963
38,4.339609012313477,11.078051287664284
39,4.416961154869662,9.640400784435895
40,4.7116381487807555,9.618250619546451
41,3.0840581416312727,14.060608799763045
42,9.538609541087023,28.550378605460672
43,6.327123122171899,14.185991183280663
44,6.79820380364861,22.973080279716587
45,4.268398115437688,11.370140783185638
46,5.925380074247352,19.694395824110877
47,5.159747990349946,15.260005932024743
48,4.310284365129007,9.131946032929452
49,6.928486043848922,25.237269583156337
50,6.942002044683939,21.38479238591819
51,3.4071362931413196,13.532401834669479
52,6.5701685085505925,20.796147239609923
53,5.613284867525174,15.824434558215815
54,7.213607785596597,21.11790506461459
55,6.3373864370854065,15.683048858037678
56,6.493805747240643,15.26101634538872
57,4.578644052039958,21.120645561502887
58,4.91753854503777,15.186220349422063
59,4.172551857616316,10.843499555760062
60,3.4794491005255335,12.538665612915835
61,3.0089311892136994,9.118623179858389
62,2.50253630249038,4.693219237025454
63,4.048079377006655,18.34043629346943
64,4.383458227099855,14.190859785590554
65,3.8773225855870166,1.5527907088359694
66,5.202510762372955,10.05449978524562
67,3.3792716175700965,11.301998915933819
68,5.009038908369371,11.747952012479967
69,9.301708266594593,25.281009485909493
70,5.043368089335388,12.643589506590118
71,4.4735323812500924,18.873444827407212
72,6.54568900812398,22.277330801374124
73,7.12472260565648,19.25104831970159
74,5.763880666630084,19.00156006052984
75,4.423144496090028,17.07109648242396
76,5.257608529679132,18.295521305487384
77,5.826778207651641,16.02929600350272
78,6.564363313399262,17.3268649740586
79,5.413627613117631,14.505842870589808
80,6.775428823992204,31.78784654398156
81,5.43041264022347,20.06627937031404
82,0.6027385716655518,4.726751838788841
83,4.680889781133947,14.853746492655686
84,3.5692930542461303,16.567645836731955
85,6.171049494087059,18.7825791179757
86,6.16573080636974,13.865324925813567
87,4.297157922807137,11.850603646330123
88,8.304096752032251,21.951465936529967
89,1.8308666926536907,3.002078398286015
90,1.3751308556234,3.1004698187431163
91,6.935798124915602,16.311752053760447
92,6.211148836833926,11.39474699490813
93,6.545973893246087,26.793338322755467
94,-0.3372656352297838,0.9000917886462361
95,8.706972435642916,27.24071855760767
96,5.475074913489729,8.688954674808048
97,3.307519695647124,8.273140866618682
98,4.466757168340834,18.259190846349934
99,3.9119052891852206,16.767836829682796
100,6.4343664941803205,19.885195628666892
101,7.092388800289875,17.914517990722235
102,3.6411971208131457,14.230047623646197
103,2.784481945453161,5.097263195755524
104,6.041979149555193,23.33696261699662
105,3.6716065782533365,10.714163717046166
106,2.3800573535666594,5.75501157152228
107,5.203451980919038,12.11852694881202
108,9.332528900068088,24.633041692958095
109,3.3579496739636507,9.605015815207578
110,1.343623708294324,2.2104829638224537
111,4.477456604258867,13.801186595040358
112,3.4122117366214213,11.177133410881524
113,5.960256928598511,16.417396281599366
114,3.1193666775615716,7.016429468442399
115,5.907499606159574,19.61466309079822
116,1.6236672265516385,-3.372896036858709
117,6.565429581928552,15.64212221976944
118,2.6850878242028426,9.334781634916698
